Year|Month|DayofMonth|DayOfWeek|DepTime|CRSDepTime|ArrTime|CRSArrTime|UniqueCarrier|FlightNum|TailNum|ActualElapsedTime|CRSElapsedTime|AirTime|ArrDelay|DepDelay|Origin|Dest|Distance
2008|2|15|5|1721|1700|1821|1805|AA|463|N452AA|60|65|39|16|21|AUS|DFW|190
2008|2|3|7|1023|1025|1423|1455|AA|654|N566AA|180|210|166|-32|-2|DFW|BOS|1562
2008|2|1|5|1141|1135|1346|1345|AA|846|N5DJAA|185|190|162|1|6|MIA|DFW|1121
2008|2|16|6|NaN|1625|NaN|1820|AA|1085||NaN|175|NaN|NaN|NaN|TPA|DFW|929
2008|2|11|1|1555|1555|1833|1830|AA|1227|N533AA|158|155|124|3|0|MSP|DFW|852
2008|2|13|3|1030|730|1615|1210|AA|1375|N5FAAA|285|220|217|245|180|BDL|SJU|1666
2008|2|19|2|1300|1300|1639|1630|AA|1534|N542AA|159|150|130|9|0|DFW|DTW|987
2008|2|7|4|1611|1615|1723|1735|AA|1727|N480AA|72|80|54|-12|-4|LAX|SFO|337
2008|2|26|2|1446|1450|1600|1555|AA|1897|N4XJAA|74|65|41|5|-4|DFW|IAH|224
2008|2|12|2|603|610|909|910|AA|2103|N3AA|186|180|167|-1|-7|LGA|MIA|1097
2008|2|28|4|628|630|1147|1130|AA|2416|N3AVAA|199|180|152|17|-2|LAX|DFW|1235
2008|2|9|6|1255|1300|1334|1343|AQ|270|N823AL|39|43|31|-9|-5|HNL|KOA|163
2008|2|8|5|806|815|1018|1030|AS|438|N975AS|132|135|103|-12|-9|PDX|BUR|817
2008|2|18|1|1702|1630|1853|1845|AS|725|N569AS|171|195|149|8|32|PHX|SEA|1107
2008|2|27|3|1704|1701|2008|2000|AS|227|N779AS|184|179|160|8|3|SAN|SEA|1050
2008|2|7|4|1308|1310|1614|1608|B6|509|N607JB|186|178|166|6|-2|EWR|FLL|1065
2008|2|14|4|1558|1600|1728|1750|B6|1106|N206JB|90|110|69|-22|-2|RDU|JFK|426
2008|2|21|4|814|820|1047|1051|B6|520|N638JB|153|151|125|-4|-6|MCO|EWR|938
2008|2|28|4|1332|1320|1635|1640|B6|87|N603JB|303|320|285|-5|12|JFK|SLC|1989
2008|2|1|5|1240|1240|1637|1640|CO|290|N77258|177|180|148|-3|0|SLC|IAH|1195
2008|2|6|3|2348|2350|520|537|CO|208|N17233|212|227|200|-17|-2|PDX|IAH|1825
2008|2|12|2|623|630|1057|1058|CO|852|N24633|214|208|192|-1|-7|AUS|EWR|1504
2008|2|7|4|648|650|1009|1010|CO|338|N69348|201|200|172|-1|-2|EWR|MIA|1086
2008|2|11|1|1421|1335|1659|1623|CO|1493|N14118|158|168|127|36|46|MCO|EWR|938
2008|2|28|4|745|750|1049|1111|CO|642|N12216|124|141|106|-22|-5|DEN|IAH|861
2008|2|3|7|2127|2130|2302|2259|DL|1006|N960DL|95|89|59|3|-3|ATL|CVG|373
2008|2|6|3|2119|2121|2233|2243|DL|1274|N980DL|74|82|56|-10|-2|ATL|DAB|366
2008|2|9|6|1532|1535|1650|1659|DL|1676|N928DL|138|144|120|-9|-3|ATL|DFW|732
2008|2|13|3|720|720|924|859|DL|55|N621DL|124|99|85|25|0|CVG|ATL|373
2008|3|3|1|1806|1810|2040|2050|WN|637|N672SW|154|160|123|-10|-4|PHL|MCO|861
2008|3|4|2|632|635|955|1015|WN|894|N901WN|143|160|126|-20|-3|SEA|DEN|1024
2008|3|6|4|2144|2130|2248|2240|WN|3399|N732SW|64|70|50|8|14|ABQ|PHX|328
2008|3|7|5|652|650|740|740|WN|1524|N492WN|48|50|37|0|2|DAL|AUS|189
2008|3|8|6|1704|1705|1816|1830|WN|3993|N415WN|72|85|60|-14|-1|LAX|SFO|337
2008|3|9|7|954|950|1057|1100|WN|2538|N906WN|63|70|54|-3|4|PHX|SAN|304
2008|3|10|1|601|600|716|720|WN|297|N699SW|75|80|61|-4|1|SMF|LAX|373
2008|3|12|3|2209|2040|2332|2200|WN|2626|N697SW|83|80|67|92|89|B|MDW|395
2008|3|13|4|2135|2135|2302|2255|WN|3401|N478WN|87|80|68|7|0|DEN|SLC|391
2008|3|14|5|1442|1400|1601|1520|WN|3568|N411WN|79|80|61|41|42|LAS|RNO|345
2008|3|15|6|759|800|915|910|WN|868|N723SW|136|130|113|5|-1|ORF|MDW|704
2008|3|16|7|948|950|1052|1055|WN|494|N246LV|64|65|56|-3|-2|STL|LIT|296
2008|3|18|2|2106|2055|2216|2205|WN|1144|N683SW|70|70|55|11|11|BWI|ALB|288
2008|3|19|3|1819|1815|1902|1900|WN|708|N221WN|43|45|28|2|4|HOU|AUS|148
2008|3|20|4|1123|1100|1243|1215|WN|1919|N789SW|80|75|61|28|23|LAX|OAK|337
2008|3|21|5|2112|2100|41|30|WN|1079|N783SW|149|150|126|11|12|MDW|TPA|997
2008|3|22|6|1741|1530|1858|1650|WN|2188|N605SW|77|80|65|128|131|SLC|DEN|391
2008|3|24|1|2106|2110|2156|2210|WN|433|N269WN|110|120|94|-14|-4|BWI|MDW|611
2008|3|25|2|813|755|1034|1020|WN|365|N604SW|141|145|129|14|18|HOU|MDW|937
2008|3|26|3|1645|1540|1745|1640|WN|2632|N243WN|60|60|49|65|65|LIT|DAL|296
2008|3|27|4|732|730|1306|1315|WN|2198|N506SW|214|225|200|-9|2|OAK|HOU|1642
2008|3|28|5|601|600|757|800|WN|2986|N626SW|116|120|102|-3|1|PHX|SMF|647
2008|3|30|7|2007|1945|2122|2105|WN|2797|N276WN|75|80|60|17|22|BUR|PHX|369
2008|3|31|1|701|700|907|910|WN|3492|N688SW|126|130|116|-3|1|IND|TPA|838
2008|3|27|4|1540|1540|1723|1725|XE|2|N14203|223|225|207|-2|0|OKC|SMF|1342
2008|3|25|2|1056|1105|1332|1349|XE|531|N15555|96|104|77|-17|-9|ABQ|AUS|619
2008|3|16|7|1628|1636|1819|1820|XE|2529|N14905|111|104|93|-1|-8|PNS|IAH|489
2008|3|30|7|952|955|1112|1119|XE|2248|N14945|80|84|65|-7|-3|GSO|CLE|381
2008|3|10|1|1125|1125|1314|1328|XE|2993|N11121|169|183|148|-14|0|EWR|MSP|1008
2008|3|5|3|1859|1835|2059|2054|XE|3068|N13978|120|139|92|5|24|EWR|CLT|529
2008|3|2|7|851|900|1035|1104|XE|2400|N14950|164|184|132|-29|-9|EWR|STL|872
2008|3|20|4|1840|1840|2009|2015|XE|2035|N14522|89|95|75|-6|0|IAH|MGM|554
2008|3|7|5|2317|2100|10|2213|XE|1216|N13995|53|73|34|117|137|DCA|EWR|199
2008|3|2|7|2029|2030|2110|2110|YV|1019|N646BR|41|40|31|0|-1|KOA|HNL|163
2008|3|8|6|1213|1215|1255|1235|YV|7133|N511MJ|102|80|55|20|-2|DTW|ORD|235
2008|3|14|5|740|740|1005|932|YV|2601|N939LR|205|172|148|33|0|CLT|IAH|913
2008|3|20|4|2015|2015|2105|2112|YV|2657|N916FJ|110|117|81|-7|0|CLT|MEM|512
2008|3|26|3|1558|1605|1656|1724|YV|2697|N942LR|58|79|40|-28|-7|CLT|ATL|227
2008|3|4|2|1120|1130|1353|1353|OH|5088|N964CA|93|83|81|0|-10|CID|CVG|419
2008|3|10|1|650|700|937|939|OH|5517|N659BR|107|99|78|-2|-10|BHM|MCO|478
2008|3|17|1|1740|1750|2014|2013|OH|5239|N818CA|154|143|111|1|-10|EWR|CVG|569
2008|3|24|1|1350|1335|1500|1504|OH|4945|N427CA|130|149|118|-4|15|CVG|OKC|756
2008|3|30|7|2315|2115|105|2347|OH|5357|N408CA|110|152|86|78|120|LGA|LEX|604
2008|3|3|1|1636|1625|1744|1735|OO|2503|N417SW|68|70|55|9|11|MKE|MSP|297
2008|3|5|3|841|843|928|929|OO|5406|N218SW|47|46|30|-1|-2|SAN|LAX|109
2008|3|7|5|1058|1056|1317|1315|OO|6011|N962SW|79|79|57|2|2|ORD|LEX|323
2008|3|10|1|1518|1530|1605|1625|OO|3874|N445SW|107|115|83|-20|-12|SLC|S|588
2008|3|12|3|2041|2045|2121|2125|OO|5789|N579SW|40|40|27|-4|-4|PDX|EUG|106
2008|3|14|5|711|720|829|853|OO|6608|N912SW|78|93|55|-24|-9|SLC|DEN|391
2008|3|17|1|1902|1851|2034|2022|OO|5483|N291SW|92|91|72|12|11|LAX|SJC|308
2008|3|19|3|1938|1945|2152|2208|OO|6385|N979SW|74|83|52|-16|-7|ORD|SDF|286
2008|3|22|6|1256|1259|1404|1417|OO|3781|N442SW|68|78|55|-13|-3|HLN|SLC|402
2008|3|24|1|601|609|752|803|OO|5925|N756SK|111|114|90|-11|-8|TUL|ORD|585
2008|3|27|4|916|900|1132|1105|OO|2506|N698BR|136|125|114|27|16|MCI|SAT|706
2008|3|29|6|1441|1420|1532|1514|OO|5462|N223SW|51|54|36|18|21|LAX|PSP|110
2008|3|31|1|616|600|731|719|OO|6500|N913SW|75|79|51|12|16|SJC|LAX|308
2008|3|13|4|1913|1837|2040|2013|UA|130|N803UA|87|96|67|27|36|MCI|ORD|403
2008|3|9|7|1325|1325|1541|1543|UA|266|N936UA|76|78|57|-2|0|DEN|ICT|419
2008|3|21|5|709|700|832|836|UA|384|N839UA|83|96|53|-4|9|JAC|DEN|406
2008|3|27|4|640|645|729|722|UA|493|N531UA|109|97|88|7|-5|OMA|DEN|472
2008|3|21|5|1612|1500|1911|1746|UA|618|N807UA|119|106|78|85|72|ORD|DCA|612
2008|3|6|4|1202|1205|1327|1329|UA|743|N336UA|145|144|126|-2|-3|DEN|GEG|836
2008|3|28|5|813|800|1600|1600|UA|914|N661UA|287|300|263|0|13|SFO|IAD|2419
2008|3|24|1|611|612|930|936|UA|1192|N667UA|139|144|115|-6|-1|LAX|DEN|862
2008|3|1|6|1430|1440|1723|1735|UA|1478|N487UA|113|115|88|-12|-10|LAS|DEN|629
2008|3|14|5|1823|1820|2344|2356|UA|1621|N498UA|201|216|179|-12|3|LAX|MSY|1671
2008|3|3|1|1709|1715|2340|2356|US|683|N807AW|271|281|253|-16|-6|PHX|EWR|2133
2008|3|6|4|1431|1435|1447|1502|US|29|N308AW|76|87|59|-15|-4|PHX|LAX|370
2008|3|10|1|950|1000|1114|1115|US|2123|N751UW|84|75|61|-1|-10|BOS|LGA|185
2008|3|13|4|904|900|1037|1034|US|1568|N919UW|93|94|59|3|4|BWI|CLT|361
2008|3|16|7|1708|1659|1847|1853|US|1295|N716UW|159|174|146|-6|9|DCA|MSY|969
2008|3|19|3|900|905|1049|1039|US|1597|N518AU|109|94|91|10|-5|IND|CLT|428
2008|3|22|6|632|635|827|831|US|985|N174US|115|116|95|-4|-3|LGA|CLT|544
2008|3|25|2|1827|1815|2122|2121|US|743|N439US|175|186|134|1|12|PHL|MIA|1013
2008|3|28|5|1836|1815|NaN|2135|US|715|N176UW|NaN|380|NaN|NaN|21|PHL|LAX|2401
2008|3|31|1|1227|1050|2038|1859|US|658|N809AW|311|309|275|99|97|SFO|PHL|2521
2008|3|2|7|1924|1915|2109|2045|WN|2788|N654SW|105|90|89|24|9|MCI|DAL|461
2008|3|19|3|40|30|613|600|DL|878|N685DA|213|210|193|13|10|SLC|ATL|1589
2008|3|22|6|1847|1850|2135|2151|DL|1018|N905DA|108|121|89|-16|-3|SAN|SLC|626
2008|3|25|2|956|952|1209|1212|DL|1278|N940DL|133|140|105|-3|4|ATL|EWR|745
2008|3|28|5|1624|1624|1855|1853|DL|1287|N698DL|331|329|306|2|0|ATL|PDX|2172
2008|3|31|1|728|730|1035|1030|DL|1681|N979DL|187|180|162|5|-2|TPA|BOS|1185
2008|3|9|7|1659|1659|1920|1931|EV|4271|N681BR|141|152|129|-11|0|HPN|ATL|780
2008|3|18|2|1723|1712|1833|1829|EV|4396|N718EV|70|77|52|4|11|ATL|DAB|366
2008|3|13|4|1157|1130|1303|1236|EV|4535|N924EV|66|66|40|27|27|CAE|ATL|191
2008|3|16|7|601|605|831|854|EV|4659|N861AS|90|109|72|-23|-4|FSM|ATL|579
2008|3|1|6|719|720|939|916|EV|4797|N682BR|140|116|90|23|-1|SCE|ATL|615
2008|3|8|6|2012|2010|2138|2145|EV|4924|N978EV|86|95|65|-7|2|ATL|CHO|457
2008|3|15|6|1017|940|1310|1234|F9|106|N923FR|113|114|94|36|37|DEN|MSP|680
2008|3|31|1|1621|1530|1934|1842|F9|375|N806FR|133|132|107|52|51|DEN|MKE|895
2008|3|6|4|2255|2255|5|19|FL|705|N966AT|70|84|58|-14|0|ATL|DAY|432
2008|3|11|2|2019|2010|2155|2146|FL|643|N268AT|96|96|73|9|9|BOS|PHF|464
2008|3|16|7|1428|1425|1558|1553|FL|831|N330AT|90|88|65|5|3|MCO|ATL|403
2008|3|21|5|1011|1018|1252|1305|FL|713|N604AT|161|167|145|-13|-7|SRQ|DTW|1023
2008|3|27|4|802|805|933|937|FL|177|N910AT|91|92|72|-4|-3|ATL|RSW|515
2008|3|12|3|838|845|1117|1120|HA|19|N593HA|339|335|323|-3|-7|SMF|HNL|2462
2008|3|10|1|1710|1715|1744|1749|HA|543|N480HA|34|34|23|-5|-5|OGG|HNL|100
2008|3|16|7|1233|1243|1336|1340|MQ|3202|N273AE|63|57|36|-4|-10|LAW|DFW|140
2008|3|11|2|NaN|1050|NaN|1240|MQ|3378||NaN|110|NaN|NaN|NaN|GPT|DFW|500
2008|3|10|1|844|850|937|945|MQ|3554|N503AE|53|55|41|-8|-6|OKC|DFW|175
2008|3|5|3|2020|2025|2147|2150|MQ|3733|N625AE|87|85|66|-3|-5|DFW|GPT|500
2008|3|12|3|1724|1725|1759|1810|MQ|3912|N909AE|35|45|19|-11|-1|ORD|MKE|67
2008|3|19|3|1336|1310|1607|1540|MQ|4057|N635AE|91|90|64|27|26|ORD|BUF|473
2008|3|22|6|1739|1720|1815|1759|MQ|4209|N851AE|96|99|64|16|19|CLE|ORD|316
2008|3|16|7|1013|1020|1019|1029|MQ|4359|N644AE|66|69|41|-10|-7|TOL|ORD|214
2008|3|4|2|1007|1015|1127|1135|MQ|4542|N715AE|80|80|64|-8|-8|SDF|RDU|416
2008|3|6|4|1907|1855|2014|2015|MQ|4794|N701MH|67|80|49|-1|12|DCA|LGA|214
2008|3|18|2|635|645|1219|1227|NW|151|N368NB|224|222|194|-8|-10|S|MSP|1522
2008|3|15|6|1235|1215|1725|1709|NW|296|N365NB|170|174|140|16|20|PHX|MEM|1263
2008|3|10|1|1225|1228|1427|1424|NW|466|N943N|122|116|96|3|-3|ATL|DTW|594
2008|3|1|6|1340|1333|1617|1609|NW|648|N8960E|97|96|69|8|7|STL|DTW|440
2008|3|14|5|903|907|1156|1155|NW|878|N611|113|108|91|1|-4|MEM|TPA|656
2008|3|15|6|1743|1719|1912|1854|NW|1144|N764NC|89|95|67|18|24|DTW|BWI|408
2008|3|31|1|1443|1430|1633|1619|NW|1431|N1309T|170|169|132|14|13|ATL|MSP|906
2008|3|22|6|1148|1010|1409|1147|NW|1692|N677MC|141|97|74|142|98|DTW|RDU|501
2008|3|4|2|2038|2045|2155|2235|OH|5009|N784CA|77|110|50|-40|-7|JFK|ROC|264
2008|3|22|6|753|620|1030|905|9E|2959|86989E|97|105|71|85|93|CID|DTW|431
2008|3|25|2|2233|2128|2319|2230|9E|3794|88919E|106|122|88|49|65|DTW|BHM|625
2008|3|24|1|1357|1400|1521|1533|9E|5679|87189E|144|153|121|-12|-3|PIT|MSP|726
2008|3|22|6|1139|1140|1301|1305|9E|5784|88779E|82|85|62|-4|-1|OKC|MEM|432
2008|3|13|4|1232|1230|1416|1415|9E|5898|86839E|104|105|72|1|2|MDT|DTW|370
2008|3|16|7|1627|1630|1959|1955|AA|145|N5DFAA|392|385|375|4|-3|BOS|LAX|2611
2008|3|3|1|2143|2125|2334|2255|AA|371|N577AA|171|150|131|39|18|LGA|ORD|733
2008|3|15|6|1610|1610|1852|1815|AA|521|N4YFAA|282|245|248|37|0|STL|LAX|1593
2008|3|31|1|743|745|1207|1200|AA|704|N3CBAA|204|195|183|7|-2|DFW|LGA|1389
2008|3|13|4|1222|1225|1546|1600|AA|890|N503AA|144|155|123|-14|-3|STL|BOS|1046
2008|3|12|3|857|905|1336|1335|AA|1106|N4WWAA|219|210|205|1|-8|DFW|BOS|1562
2008|3|22|6|948|910|1203|1140|AA|1243|N4XEAA|255|270|235|23|38|ORD|SEA|1721
2008|3|31|1|1618|1545|1925|1845|AA|1380|N446AA|127|120|100|40|33|DFW|IND|762
2008|3|17|1|1240|1225|1342|1325|AA|1526|N569AA|62|60|41|17|15|AUS|DFW|190
2008|3|4|2|2010|2015|2346|2355|AA|1710|N237AA|156|160|139|-9|-5|DFW|IAD|1172
2008|3|31|1|641|605|1203|1120|AA|1864|N4XDAA|202|195|178|43|36|TUS|ORD|1437
2008|3|16|7|1302|1300|1650|1700|AA|2050|N626AA|168|180|149|-10|2|ORD|MIA|1197
2008|3|21|5|1223|1055|NaN|1310|AA|2340|N477AA|NaN|135|NaN|NaN|88|DFW|ORD|802
2008|3|4|2|1338|1330|1602|1610|AS|430|N771AS|144|160|128|-8|8|SEA|S|978
2008|3|14|5|2050|2055|2321|2332|AS|598|N647AS|151|157|128|-11|-5|SEA|LAX|954
2008|3|23|7|1323|1315|1656|1643|AS|508|N617AS|153|148|118|13|8|PDX|DEN|992
2008|3|2|7|1128|1130|1417|1415|B6|736|N651JB|229|225|215|2|-2|BQN|JFK|1576
2008|3|9|7|1431|1430|1617|1620|B6|1281|N288JB|106|110|89|-3|1|BOS|RIC|474
2008|3|16|7|2109|1835|2218|2000|B6|1069|N184JB|69|85|50|138|154|BOS|JFK|187
2008|3|22|6|1829|1830|2236|2235|B6|704|N655JB|247|245|213|1|-1|SJU|JFK|1597
2008|3|29|6|1711|1715|2006|2005|B6|580|N586JB|175|170|144|1|-4|PBI|HPN|1057
2008|3|3|1|40|43|450|500|CO|223|N41135|190|197|171|-10|-3|ANC|SEA|1449
2008|3|21|5|1643|1635|30|36|CO|427|N37277|287|301|265|-6|8|SAN|EWR|2425
2008|3|4|2|1638|1545|114|2356|CO|649|N76288|336|311|317|78|53|SFO|EWR|2565
2008|3|19|3|1648|1646|1831|1805|CO|1074|N37273|103|79|59|26|2|CLE|BWI|314
2008|3|27|4|1420|1420|2203|2210|CO|1469|N77865|283|290|246|-7|0|LAS|EWR|2227
2008|3|28|5|747|755|1015|1031|CO|1654|N59630|148|156|125|-16|-8|TPA|CLE|927
2008|3|20|4|1208|1153|1445|1420|CO|1870|N37298|157|147|128|25|15|MCO|CLE|895
2008|3|3|1|1109|1110|1232|1223|DL|1747|N648DL|143|133|118|9|-1|SLC|SEA|689
2008|3|6|4|1901|1905|2235|2133|DL|1774|N6707A|394|328|288|62|-4|FLL|LAS|2174
2008|3|10|1|1656|1640|1939|2016|DL|405|N3765|343|396|321|-37|16|JFK|SAN|2446
2008|3|13|4|652|700|1513|1529|DL|434|N3738B|321|329|279|-16|-8|PDX|JFK|2454
2008|3|16|7|2008|1730|2158|1909|DL|677|N920DE|110|99|73|169|158|DAY|ATL|432
2008|4|4|5|1956|1955|2152|2150|WN|609|N360SW|56|55|42|2|1|ABQ|AMA|277
2008|4|5|6|1848|1835|1943|1935|WN|1205|N282WN|55|60|44|8|13|DAL|LIT|296
2008|4|6|7|1239|1215|1518|1500|WN|798|N421LV|99|105|83|18|24|MDW|IAD|577
2008|4|7|1|1810|1800|2011|2005|WN|654|N511SW|61|65|51|6|10|PHX|ELP|347
2008|4|8|2|1138|1140|1316|1310|WN|500|N232WN|98|90|66|6|-2|SFO|LAS|414
2008|4|10|4|727|730|856|905|WN|2001|N269WN|149|155|131|-9|-3|ABQ|OAK|889
2008|4|11|5|636|635|712|715|WN|2616|N458WN|96|100|83|-3|1|CLE|STL|487
2008|4|12|6|1526|1515|1646|1650|WN|1857|N503SW|80|95|66|-4|11|LAS|SFO|414
2008|4|13|7|707|710|1216|1220|WN|3508|N790SW|189|190|167|-4|-3|PHX|B|1448
2008|4|14|1|1310|1315|1410|1415|WN|495|N219WN|60|60|46|-5|-5|SJC|BUR|296
2008|4|16|3|725|730|952|1020|WN|3045|N741SA|147|170|132|-28|-5|ALB|MCO|1073
2008|4|17|4|1451|1445|1537|1535|WN|706|N618WN|106|110|93|2|6|DAL|ABQ|580
2008|4|18|5|1331|1335|1430|1440|WN|3592|N453WN|59|65|51|-10|-4|ISP|BWI|220
2008|4|19|6|2036|2035|2157|2200|WN|2408|N317WN|81|85|68|-3|1|MHT|BWI|377
2008|4|20|7|1140|1145|1305|1310|WN|3746|N551WN|85|85|55|-5|-5|SFO|LAX|337
2008|4|22|2|1702|1705|1757|1815|WN|656|N706SW|115|130|105|-18|-3|ALB|MDW|717
2008|4|23|3|1745|1745|1845|1835|WN|52|N333SW|60|50|32|10|0|CRP|HOU|187
2008|4|24|4|1739|1640|2015|1935|WN|2970|N489WN|156|175|141|40|59|ISP|FLL|1093
2008|4|25|5|858|900|1056|1055|WN|84|N210WN|238|235|222|1|-2|MCI|OAK|1489
2008|4|26|6|1812|1815|1840|1840|WN|874|N793SA|88|85|68|0|-3|PIT|MDW|402
2008|4|28|1|1858|1830|2008|1945|WN|3252|N301SW|70|75|57|23|28|ALB|BWI|288
2008|4|29|2|643|645|854|855|WN|529|N717SA|131|130|118|-1|-2|CMH|TPA|829
2008|4|30|3|1041|1045|1143|1150|WN|978|N264LV|62|65|52|-7|-4|ISP|BWI|220
2008|4|5|6|655|705|753|811|XE|202|N17560|58|66|46|-18|-10|BFL|SMF|265
2008|4|5|6|1412|1420|1539|1551|XE|7682|N14173|147|151|133|-12|-8|OKC|SLC|866
2008|4|9|3|1926|1935|2129|2144|XE|2345|N16502|63|69|44|-15|-9|MDW|CLE|307
2008|4|26|6|602|600|756|745|XE|2423|N27523|174|165|154|11|2|CRW|IAH|975
2008|4|4|5|901|900|1004|1002|XE|2605|N17521|63|62|39|2|1|IAH|DAL|217
2008|4|26|6|1154|1200|1254|1310|XE|2013|N14998|120|130|98|-16|-6|ATL|IAH|689
2008|4|9|3|1531|1545|1655|1652|XE|2019|N14516|144|127|118|3|-14|CHA|IAH|686
2008|4|7|1|631|635|846|848|XE|2334|N13958|135|133|105|-2|-4|EWR|SDF|642
2008|4|30|3|1435|1430|1607|1558|XE|2722|N13914|92|88|69|9|5|RIC|CLE|362
2008|4|4|5|2100|2100|2130|2134|YV|1930|N655BR|30|34|20|-4|0|LIH|HNL|102
2008|4|10|4|1936|1920|2055|2039|YV|7135|N77181|79|79|50|16|16|CLE|IAD|288
2008|4|15|2|1800|1810|1850|1900|YV|2739|N921FJ|170|170|149|-10|-10|OMA|PHX|1037
2008|4|21|1|2020|2020|2130|2154|YV|2669|N927LR|70|94|54|-24|0|CLT|SDF|336
2008|4|26|6|1919|1805|2214|2102|YV|7188|N570ML|115|117|91|72|74|ORD|CAE|666
2008|4|5|6|810|755|1145|1140|OH|5472|N678CA|155|165|140|5|15|SAT|CVG|1024
2008|4|12|6|1316|1250|1430|1417|OH|5284|N691CA|74|87|52|13|26|ATL|CVG|373
2008|4|19|6|1215|1215|1355|1359|OH|5160|N587SW|100|104|84|-4|0|CLE|JFK|425
2008|4|26|6|1635|1635|1855|1825|OH|5058|N940CA|140|110|87|30|0|CVG|PHL|507
2008|4|3|4|1408|1345|1839|1829|OO|5996|N715SK|151|164|130|10|23|LAX|SAT|1210
2008|4|6|7|548|600|744|738|OO|3903|N464SW|116|98|75|6|-12|FCA|SLC|532
2008|4|19|6|1200|1159|1252|1253|OO|5412|N295SW|52|54|34|-1|1|LAX|SAN|109
2008|4|21|1|909|919|1213|1241|OO|6560|N418SW|124|142|106|-28|-10|BUR|DEN|850
2008|4|24|4|1748|1750|1839|1851|OO|4060|N815SK|51|61|33|-12|-2|GSP|ATL|153
2008|4|26|6|1316|1321|1451|1445|OO|6534|N945SW|95|84|70|6|-5|IDA|DEN|458
2008|4|29|2|1123|1044|1235|1150|OO|5446|N271YV|72|66|44|45|39|SFO|SBP|191
2008|4|1|2|734|735|949|951|OO|4026|N817SK|75|76|56|-2|-1|LAS|SLC|368
2008|4|9|3|1805|1805|1923|1920|OO|2544|N479CA|78|75|57|3|0|MKE|STL|317
2008|4|11|5|1602|1610|1645|1655|OO|5417|N220SW|43|45|31|-10|-8|SAN|LAX|109
2008|4|14|1|726|735|838|850|OO|2540|N494CA|72|75|52|-12|-9|MKE|STL|317
2008|4|16|3|1030|1040|1142|1159|OO|5474|N290SW|72|79|57|-17|-10|ACV|SFO|250
2008|4|11|5|1217|1156|1410|1402|UA|21|N814UA|233|246|214|8|21|ORD|PSP|1652
2008|4|29|2|931|930|1150|1125|UA|160|N379UA|139|115|84|25|1|BOI|DEN|649
2008|4|10|4|2112|1600|2122|1613|UA|303|N941UA|70|73|51|309|312|IND|ORD|177
2008|4|13|7|1017|1017|1205|1159|UA|415|N526UA|168|162|125|6|0|DEN|SFO|967
2008|4|7|1|1704|1705|2045|2031|UA|538|N553UA|161|146|127|14|-1|ORD|BOS|867
2008|4|10|4|556|600|719|724|UA|667|N902UA|143|144|123|-5|-4|LGA|ORD|733
2008|4|15|2|558|600|904|914|UA|812|N311UA|126|134|113|-10|-2|GEG|DEN|836
2008|4|22|2|708|713|926|932|UA|1104|N348UA|138|139|116|-6|-5|DFW|ORD|802
2008|4|3|4|1443|1443|1738|1750|UA|1284|N849UA|115|127|101|-12|0|PSP|DEN|776
2008|4|2|3|721|723|933|930|UA|1552|N457UA|132|127|109|3|-2|MCO|IAD|758
2008|4|2|3|1559|1600|2042|2100|US|1590|N770UW|163|180|149|-18|-1|DEN|CLT|1337
2008|4|5|6|1427|1435|1530|1545|US|110|N166AW|63|70|42|-15|-8|LAS|LAX|236
2008|4|8|2|1506|1510|1737|1745|US|229|N303AW|151|155|136|-8|-4|PDX|PHX|1009
2008|4|11|5|1922|1930|2209|2056|US|777|N763US|167|86|56|73|-8|PHL|BOS|280
2008|4|14|1|1708|1715|1906|1910|US|408|N805AW|118|115|93|-4|-7|SFO|PHX|651
2008|4|17|4|658|700|838|841|US|1133|N760US|100|101|86|-3|-2|TPA|CLT|508
2008|4|21|1|1225|1230|1403|1357|US|2032|N767UW|98|87|65|6|-5|DCA|BOS|399
2008|4|24|4|2121|2124|2314|2253|US|99|N620AW|293|269|260|21|-3|DTW|LAS|1750
2008|4|27|7|1015|1015|1153|1142|US|1270|N954UW|98|87|47|11|0|PHL|BOS|280
2008|4|30|3|937|940|1339|1358|US|225|N154AW|122|138|110|-19|-3|PHX|AUS|872
2008|4|2|3|1845|1850|2044|2055|WN|1567|N484WN|59|65|49|-11|-5|BHM|SDF|323
2008|4|3|4|1733|1720|1830|1820|WN|3601|N259WN|57|60|47|10|13|DAL|SAT|248
2008|4|20|7|824|830|1032|1059|DL|741|N671DN|128|149|99|-27|-6|EWR|ATL|745
2008|4|23|3|1402|1405|1555|1551|DL|1064|N667DN|113|106|82|4|-3|PBI|ATL|545
2008|4|26|6|853|900|1046|1052|DL|1479|N638DL|113|112|85|-6|-7|FLL|ATL|581
2008|4|29|2|827|830|1015|942|DL|1944|N915DE|108|72|74|33|-3|DCA|LGA|214
2008|4|28|1|2016|1940|2138|2103|EV|4236|N844AS|82|83|60|35|36|CVG|CAE|404
2008|4|3|4|1543|1530|1816|1753|EV|4371|N681BR|153|143|137|23|13|SYR|ATL|793
2008|4|4|5|2053|2030|2249|2143|EV|4513|N717EV|116|73|49|66|23|ATL|FAY|331
2008|4|21|1|1146|1150|1415|1416|EV|4649|N830AS|89|86|67|-1|-4|MEM|CVG|403
2008|4|16|3|830|835|1104|1100|EV|4785|N900EV|154|145|128|4|-5|ATL|HPN|780
